"Record Number","Scientific Name","Observation Date","Verified Date","Specimen Type","Organism Type","Status","Region(s)","Lat/Long","Longitude","Precision","Location Notes","Observation Notes","Submitter","Data Source","Partner Project","Updated Date"
"943028","Hypena scabra","01/20/2014","01/21/2014","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.297102600001","point record","","Moth came to porch light.","CA Ivy (16816)","","","01/21/2014 00:36:27"
"958121","Hypena scabra","06/28/2013","02/08/2014","Sighting","moth","Resident","United StatesPennsylvaniaWayne County","41.94136850817","-75.285335211503","point record","","","curtis.lehman (46)","","","02/08/2014 11:49:39"
"958306","Hypena scabra","09/28/2013","02/12/2014","Photograph","moth","Resident","United StatesPennsylvaniaButler County","41.012443483722","-80.00611671204","point record","","","David Yeany (44634)","","","02/12/2014 17:02:57"
"958555","Hypena scabra","12/03/2012","02/17/2014","Photograph","moth","Resident","United StatesVirginiaFairfax County","38.9260804","-77.3418617","point record","","","rosenthal.k (2881)","","","02/17/2014 22:39:33"
"958556","Hypena scabra","09/22/2012","02/18/2014","Photograph","moth","Resident","United StatesVirginiaFairfax County","38.9260804","-77.3418617","point record","","","rosenthal.k (2881)","","","02/18/2014 11:40:06"
"958557","Hypena scabra","08/15/2012","02/18/2014","Photograph","moth","Resident","United StatesVirginiaFairfax County","38.9260804","-77.3418617","point record","","","rosenthal.k (2881)","","","02/18/2014 11:41:20"
"958765","Hypena scabra","09/17/2013","02/26/2014","Photograph","moth","Resident","United StatesMinnesotaRice County","44.462922147068","-93.171130267778","point record","Private residence. Northfield, Minnesota","Collected at mercury vapor light","Scott King (52494)","","","02/26/2014 10:54:04"
"958877","Hypena scabra","02/19/2014","02/24/2014","Photograph","moth","Resident","United StatesAlabamaMarshall County","34.205705","-86.1584869","point record","","","ddodd (17441)","","","02/24/2014 21:30:22"
"958923","Hypena scabra","02/18/2014","02/24/2014","Photograph","moth","Resident","United StatesArkansasSebastian County","35.335197","-94.297505","point record","","Uninvited house guest.","CA Ivy (16816)","","","02/24/2014 21:27:53"
"959006","Hypena scabra","02/23/2014","02/23/2014","Photograph","moth","Resident","United StatesVirginiaChesterfield County","37.330866945259","-77.344891868719","point record","Found it inside the enclosed back deck of the house.","","John LeBlanc (120)","","","02/23/2014 22:40:30"
"959248","Hypena scabra","09/19/2012","03/01/2014","Photograph","moth","Resident","United StatesTennesseeHamilton County","35.071755","-85.077447","point record","","","Elizabeth Wolfe (4353)","","","03/01/2014 19:07:54"
"959928","Hypena scabra","02/22/2014","03/14/2014","Photograph","moth","Resident","United StatesKentuckyHart County","37.4459638","-86.0141283","point record","","Wingspan 28 mm.","rdhealy1951@aol.com (177)","","","03/14/2014 21:31:23"
"960825","Hypena scabra","03/31/2014","04/01/2014","Photograph","moth","Resident","United StatesNorth CarolinaChatham County","35.696573701103","-79.209892764016","point record","","Attracted to porchlight. Preferred to land on the floor than the wall. ","UrsulaV (51249)","","","04/01/2014 20:35:12"
"960941","Hypena scabra","04/03/2014","04/03/2014","Photograph","moth","Resident","United StatesNorth CarolinaChatham County","35.696530135663","-79.209892764016","point record","","Attracted to porchlight. ","UrsulaV (51249)","","","04/03/2014 21:17:16"
"961673","Hypena scabra","08/31/2013","04/22/2014","Photograph","moth","Resident","United StatesIllinoisWinnebago County","42.245310521829","-89.116394711896","point record","","","WendyJG (2036)","","","04/22/2014 09:50:11"
"961918","Hypena scabra","04/22/2014","04/23/2014","Photograph","moth","Resident","United StatesArkansasSebastian County","35.3349211","-94.2971026","point record","","Worn moth on brick wall.","CA Ivy (16816)","","","04/23/2014 23:54:09"
"962732","Hypena scabra","05/02/2014","05/05/2014","Sighting","moth","Resident","Fulton CountyPennsylvaniaUnited States","40.001825982586","-77.98969312636","point record","","Found in a field of clover.","curtis.lehman (46)","","","05/05/2014 05:59:37"
"963724","Hypena scabra","11/03/2013","05/19/2014","Photograph","moth","Resident","United StatesNorth DakotaGrand Forks County","47.927776085065","-97.076379182596","point record","","","Carl D. Barrentine (53545)","","","05/19/2014 08:27:20"
"975281","Hypena scabra","05/29/2014","06/02/2014","Photograph","moth","Resident","United StatesArkansasSebastian County","35.324443086499","-94.294199905794","point record","Road edge about 0.5 miles east of Barling, AR.","Clover worm moth on road edge vegetation.","CA Ivy (16816)","","","06/02/2014 15:17:47"
"977531","Hypena scabra","08/22/2013","06/13/2014","Photograph","moth","Resident","United StatesMinnesotaOtter Tail County","46.253539794476","-95.699748036978","point record","","","magpie (54315)","","","06/13/2014 14:18:25"
"983303","Hypena scabra","06/25/2014","12/19/2014","Photograph","moth","Resident","United StatesNew YorkTompkins County","42.503783771307","-76.465682043223","point record","Cornell University Experimental Ponds Unit 1","","a-o (35069)","","","12/19/2014 10:17:26"
"983715","Hypena scabra","06/30/2014","12/20/2014","Photograph","moth","Resident","United StatesNew YorkTompkins County","42.456177665364","-76.480008841629","point record","Parking lot.","","a-o (35069)","","","12/20/2014 09:24:31"
"986530","Hypena scabra","07/06/2014","07/27/2014","Photograph","moth","Resident","United StatesMassachusettsEssex County","42.822054167025","-70.899233566473","point record","","","a-o (35069)","","","07/27/2014 18:27:38"
"988675","Hypena scabra","07/12/2014","09/01/2014","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.131081135889","-76.741428595215","point record","Ridgeview Plaza","","treichard (19120)","","","09/01/2014 12:20:45"
"989934","Hypena scabra","07/19/2014","07/19/2014","Photograph","moth","Resident","United StatesIllinoisJohnson County","37.445489251085","-88.893780140625","point record","","Pleasant summer evening attracted to porch light. Tended to land on ceiling and remain still for period of time.","Mapper (40383)","","","07/19/2014 22:25:06"
"990313","Hypena scabra","07/21/2014","07/21/2014","Photograph","moth","Resident","United StatesMarylandMontgomery County","39.1925533","-77.1013217","point record","","","treichard (19120)","","","07/21/2014 21:13:18"
"990434","Hypena scabra","07/19/2014","07/22/2014","Photograph","moth","Resident","United StatesIllinoisDuPage County","41.909108","-88.090265","point record","","","Molanic (202)","","","07/22/2014 21:49:53"
"994405","Hypena scabra","07/26/2014","07/26/2014","Photograph","moth","Resident","United StatesMarylandCarroll County","39.439317","-77.054528","point record","","","caher001 (51425)","","National Moth Week","07/26/2014 23:18:34"
"995053","Hypena scabra","07/26/2014","07/28/2014","Photograph","moth","Resident","United StatesPennsylvaniaCentre County","40.873021","-77.813959","point record","","","joeverica (20490)","","National Moth Week","07/28/2014 19:39:51"
"995340","Hypena scabra","07/29/2014","09/04/2014","Photograph","moth","Resident","United StatesIndianaOrange County","38.5430341","-86.6365423","point record","","In grass, early evening","Carol Thornton-Anderson (56536)","","","09/04/2014 22:24:28"
"995461","Hypena scabra","07/22/2014","09/06/2014","Photograph","moth","Resident","United StatesKentuckyFayette County","37.90278","-84.359764","point record","","","floracliff (56432)","","National Moth Week","09/06/2014 22:30:00"
"996562","Hypena scabra","07/19/2014","08/05/2014","Photograph","moth","Resident","United StatesMarylandHarford County","39.567437856131","-76.151354402446","point record","3 miles WNW of Havre de Grace, MD.","Attracted to porchlight in rural residential neighborhood dominated by hardwoods (liriodendron, maple, oak, sweet gum).  Approx length of 19 mm (including snout). ","Dave Webb (56596)","","","08/05/2014 12:07:51"
"999318","Hypena scabra","08/05/2014","09/10/2014","Photograph","moth","Resident","United StatesVirginiaChesterfield County","37.330783853282","-77.344916008598","point record","","","John LeBlanc (120)","","","09/10/2014 22:34:30"
"999409","Hypena scabra","05/28/2014","08/06/2014","Photograph","moth","Resident","Marion CountyUnited StatesTennessee","35.0818299","-85.587563","point record","","","JHCarpenter (54126)","","","08/06/2014 21:47:12"
"999709","Hypena scabra","08/06/2014","08/07/2014","Photograph","moth","Resident","United StatesAlabamaMarshall County","34.205705","-86.1584869","point record","","","ddodd (17441)","","","08/07/2014 08:25:32"
"1000266","Hypena scabra","07/21/2014","08/11/2014","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","08/11/2014 12:21:45"
"1001308","Hypena scabra","08/15/2014","01/16/2015","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.158726","-76.4852049","point record","","","Bill Hubick (50294)","","Maryland Biodiversity Project","01/16/2015 21:24:42"
"1001886","Hypena scabra","06/20/2014","08/19/2014","Photograph","moth","Resident","United StatesIndianaHancock County","39.741738","-85.89804","point record","","","rjcohrs (3701)","","","08/19/2014 11:13:55"
"1002055","Hypena scabra","08/13/2014","08/19/2014","Photograph","moth","Resident","United StatesPennsylvaniaChester County","39.984256","-75.4890883","point record","","attracted to lights","Sheryl Johnson (6080)","","","08/19/2014 20:32:37"
"1002693","Hypena scabra","08/23/2014","09/05/2014","Photograph","moth","Resident","United StatesVirginiaChesterfield County","37.330852101333","-77.344980381614","point record","","Very good eyesight. Was staying in the grass, burrowing down when it was disturbed.","John LeBlanc (120)","","","09/05/2014 11:28:57"
"1003116","Hypena scabra","08/24/2014","09/03/2014","Photograph","moth","Resident","United StatesMarylandAnne Arundel County","39.102221305559","-76.714137185596","point record","","","treichard (19120)","","","09/03/2014 11:44:49"
"1003244","Hypena scabra","08/22/2014","08/25/2014","Photograph","moth","Resident","United StatesTennesseeDavidson County","36.094124","-86.557631","point record","","","Rangertsp (1818)","","","08/25/2014 21:56:05"
"1003983","Hypena scabra","08/30/2014","08/31/2014","Photograph","moth","Resident","United StatesIndianaOrange County","38.5430341","-86.6365423","point record","","Under deck light","Carol Thornton-Anderson (56536)","","","08/31/2014 11:16:13"
"1004132","Hypena scabra","08/26/2014","09/01/2014","Photograph","moth","Resident","United StatesMarylandPrince Georges County","38.9911983","-76.8525724","point record","","","treichard (19120)","","Maryland Biodiversity Project","09/01/2014 11:45:13"
"1004560","Hypena scabra","08/31/2014","09/03/2014","Photograph","moth","Resident","United StatesPennsylvaniaCambria County","40.673003734018","-78.561755675256","point record","","","Latenight (51087)","","","09/03/2014 16:39:45"
"1004871","Hypena scabra","09/04/2014","09/04/2014","Photograph","moth","Resident","United StatesIllinoisCook County","41.8718817","-87.6503471","point record","","","MothLibrarian (58275)","","","09/04/2014 20:22:28"
"1005199","Hypena scabra","08/24/2014","09/06/2014","Photograph","moth","Resident","United StatesKentuckyHart County","37.4459638","-86.0141283","point record","","","rdhealy1951@aol.com (177)","","","09/06/2014 22:00:12"
"1005293","Hypena scabra","09/06/2014","09/07/2014","Photograph","moth","Resident","United StatesPennsylvaniaLancaster County","39.99415635106","-75.999668343481","point record","Trailer park, suburban setting surrounded by farm fields and woods. There is a small stream on the northern edge.","It flew in and landed on a drawing that I had.","Pamela D. Fisher (41917)","","","09/07/2014 06:38:02"
"1012523","Hypena scabra","09/10/2014","09/10/2014","Photograph","moth","Resident","United StatesMarylandHoward County","39.218858792003","-76.91122879971","point record","Middle Patuxent Environmental Area, Clarksville, MD.","Found on grassy path along Middle Patuxent River, perhaps two individuals present.","Kurt R. Schwarz (18828)","","Maryland Biodiversity Project","09/10/2014 21:25:31"
"1012608","Hypena scabra","09/10/2014","09/10/2014","Photograph","moth","Resident","United StatesOklahomaSequoyah County","35.3227704","-94.5460037","point record","","on road edge bull rush","CA Ivy (16816)","","","09/10/2014 20:21:34"
"1013234","Hypena scabra","09/14/2014","09/16/2014","Photograph","moth","Resident","United StatesIndianaHancock County","39.741738","-85.89804","point record","","","rjcohrs (3701)","","","09/16/2014 10:59:59"
"1016909","Hypena scabra","09/24/2014","09/25/2014","Photograph","moth","Resident","United StatesPennsylvaniaCumberland County","40.2181039","-77.013339","point record","","","Latenight (51087)","","","09/25/2014 17:19:35"
"1016956","Hypena scabra","08/16/2014","09/25/2014","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","09/25/2014 21:44:21"
"1017598","Hypena scabra","09/15/2014","10/11/2015","Photograph","moth","Resident","United StatesRhode IslandWashington (Block Island) County","41.161551542211","-71.604994506351","point record","","","NigelBI (48484)","","","10/11/2015 11:15:39"
"1017992","Hypena scabra","11/20/2014","12/19/2014","Photograph","moth","Resident","United StatesTexasHarrison County","32.6098249","-94.5897447","point record","","","cosmic_cat (54471)","","","12/19/2014 23:08:16"
"1018071","Hypena scabra","11/04/2014","12/16/2014","Photograph","moth","Resident","United StatesGeorgiaDeKalb County","33.8324969","-84.323038","point record","","","Niayre (16624)","","","12/16/2014 09:31:57"
"1018085","Hypena scabra","08/22/2014","11/22/2014","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","11/22/2014 18:54:34"
"1018973","Hypena scabra","08/30/2014","01/14/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","01/14/2015 21:40:58"
"1020120","Hypena scabra","09/27/2014","12/20/2014","Photograph","moth","Resident","United StatesTennesseeGrundy County","35.255707558001","-85.78992114702","point record","South Cumberland State Park, Meadow Trail.","","Doug Bruce (97)","","","12/20/2014 22:03:02"
"1020167","Hypena scabra","09/23/2014","12/26/2014","Photograph","moth","Resident","United StatesMarylandPrince Georges County","39.1092299","-76.855123","point record","","","strixv (59064)","","Maryland Biodiversity Project","12/26/2014 20:53:44"
"1020169","Hypena scabra","09/24/2014","12/20/2014","Photograph","moth","Resident","United StatesMarylandPrince Georges County","39.1092299","-76.855123","point record","","","strixv (59064)","","Maryland Biodiversity Project","12/20/2014 21:42:25"
"1020176","Hypena scabra","10/28/2014","12/20/2014","Photograph","moth","Resident","United StatesMarylandPrince Georges County","39.1092299","-76.855123","point record","","","strixv (59064)","","Maryland Biodiversity Project","12/20/2014 21:56:27"
"1020337","Hypena scabra","07/24/2013","01/08/2015","Photograph","moth","Resident","United StatesMarylandPrince Georges County","39.1092299","-76.855123","point record","","","strixv (59064)","","Maryland Biodiversity Project","01/08/2015 08:34:05"
"1021169","Hypena scabra","11/12/2014","01/04/2015","Photograph","moth","Resident","United StatesNew YorkSchuyler County","42.442366333747","-76.756536884656","point record","","Attracted to bait set out for moths","Sue Gregoire (36756)","","","01/04/2015 15:22:06"
"1021343","Hypena scabra","09/27/2014","01/07/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","01/07/2015 20:09:25"
"1021387","Hypena scabra","09/28/2014","01/08/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","01/08/2015 20:38:40"
"1021471","Hypena scabra","10/02/2014","01/16/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","01/16/2015 21:22:18"
"1021709","Hypena scabra","10/08/2014","01/14/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","01/14/2015 20:28:29"
"1021854","Hypena scabra","09/05/2013","01/17/2015","Photograph","moth","Resident","United StatesPennsylvaniaErie County","42.170425242331","-80.089851209137","point record","Presque Isle SP -– Pine Tree Trail","","tjrickert (8551)","","","01/17/2015 06:48:52"
"1021857","Hypena scabra","09/10/2013","01/17/2015","Photograph","moth","Resident","United StatesPennsylvaniaArmstrong County","40.780541593406","-79.61154061405","point record","Sistersville","caught in the house","tjrickert (8551)","","","01/17/2015 06:50:28"
"1022943","Hypena scabra","07/30/2014","03/09/2015","Photograph","moth","Resident","United StatesIowaPlymouth County","42.6165045","-96.296939","point record","","","LuckyLogan (15135)","","","03/09/2015 18:09:47"
"1025909","Hypena scabra","07/11/2014","02/04/2015","Photograph","moth","Resident","United StatesWest VirginiaPendleton County","38.691940660878","-79.539640574203","point record","Spruce Knob","came to light","klebo (3160)","","","02/04/2015 14:03:19"
"1026195","Hypena scabra","10/14/2014","02/05/2015","Photograph","moth","Resident","United StatesNorth CarolinaBuncombe County","35.5446","-82.370839","point record","","At porch light.","AllenRatz (53886)","","","02/05/2015 20:50:30"
"1026295","Hypena scabra","10/19/2014","02/07/2015","Photograph","moth","Resident","United StatesPennsylvaniaBerks County","40.470034","-75.624581","point record","","","disteffv (57212)","","","02/07/2015 07:50:12"
"1026702","Hypena scabra","09/21/2014","02/10/2015","Photograph","moth","Resident","United StatesNew YorkAlbany County","42.715473013693","-74.093782955723","point record","On side of house","Drawn to light","CathK (44099)","","","02/10/2015 07:03:01"
"1028565","Hypena scabra","11/12/2012","04/06/2015","Photograph","moth","Resident","United StatesGeorgiaMonroe County","32.9774448","-83.9534783","point record","","This sighting documents a November flight for this species in Monroe County, GA.","Terry W. Johnson (252)","","","04/06/2015 13:33:24"
"1038839","Hypena scabra","07/20/2014","04/03/2015","Photograph","moth","Resident","United StatesMarylandHoward County","39.186534142447","-76.866426974678","point record","","","raven10322 (1943)","","","04/03/2015 10:29:22"
"1039198","Hypena scabra","09/18/2014","04/05/2015","Photograph","moth","Resident","United StatesLouisianaCaddo Parish","32.3401294","-93.7264434","point record","","","Jeff Trahan (256)","","","04/05/2015 19:33:27"
"1039518","Hypena scabra","05/30/2014","04/11/2015","Photograph","moth","Resident","United StatesTennesseeMarion County","35.0818299","-85.587563","point record","","","JHCarpenter (54126)","","","04/11/2015 08:26:47"
"1040107","Hypena scabra","10/28/2014","04/18/2015","Photograph","moth","Resident","United StatesMarylandGarrett County","39.3984308","-79.3817107","point record","Moth found dead on my car. No others of this species seen. (This record was originally submitted as #1025514 on 11/8/14 but was apparently lost and I never received a confirmation of ID from BAMONA. It is being resubmitted.)","","franpope (777)","","","04/18/2015 21:54:30"
"1042259","Hypena scabra","11/11/2012","05/06/2015","Photograph","moth","Resident","United StatesOhioAshtabula County","41.637486147393","-80.894884409661","point record","Grand River Conservation Campus, south of Footville/Richmond Rd, east of Mechanicsville Rd and west of Route 45.","attracted to light but observed during daylight hours","LinCepek (18438)","","","05/20/2017 16:52:26"
"1048918","Hypena scabra","08/27/2014","07/05/2015","Photograph","moth","Resident","United StatesKentuckyEdmonson County","37.1869978","-86.100528","point record","","","froghavenfarm (16923)","","","07/05/2015 12:27:09"
"1049225","Hypena scabra","11/10/2014","06/19/2015","Photograph","moth","Resident","United StatesLouisianaCaddo Parish","32.4485387","-93.7050778","point record","","","Jeff Trahan (256)","","","06/19/2015 19:45:48"
"1053788","Hypena scabra","02/28/2011","07/12/2015","Photograph","moth","Resident","United StatesVirginiaRichmond","37.51870114924","-77.484152612033","point record","Near the intersection of West 45th Street and Dunston Avenue.","Older urban neighborhood with large trees.","Allen Belden (53395)","","","07/12/2015 21:56:03"
"1075847","Hypena scabra","09/16/2014","02/20/2016","Photograph","moth","Resident","United StatesIllinoisCook County","41.977941258196","-87.738925395019","point record","","","SkrentnyJeff (40821)","","","02/20/2016 21:11:16"
"1107896","Hypena scabra","11/13/2011","11/18/2016","Photograph","moth","Resident","United StatesOklahomaPawnee County","36.217452437584","-96.262798592789","point record","Woodland edge habitat approx. 50 yds from Keystone Lake. Found under outside light.","","Paul Ribitzki (57882)","","","11/18/2016 23:05:45"
"1113340","Hypena scabra","12/04/2012","05/13/2017","Photograph","moth","Resident","United StatesGeorgiaMonroe County","32.9767655","-83.9535929","point record","","This photo documents a December flight for this species in Monroe County, Georgia.","Terry W. Johnson (252)","","","05/13/2017 10:42:33"
"1157675","Hypena scabra","09/19/2013","08/04/2018","Photograph","moth","Resident","DeKalb CountyUnited StatesGeorgia","33.8324969","-84.323038","point record","","","Niayre (16624)","","","08/04/2018 07:31:43"
